T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school,nat_demand,datetime
30.26275024,0.017020134,4.54E-05,25.31850515,30.18462524,0.018317131,0.01964569,13.93705272,27.46587524,0.017149834,0.13336182,3.175289773,0,0,0,1075.3804,2015-02-01 15:00:00
29.4192749,0.016982077,1.21E-06,25.56764766,29.4192749,0.018385885,0.020988464,12.83421027,26.6848999,0.017340658,0.11468506,3.836850311,0,0,0,1056.4102,2015-02-01 16:00:00
28.11812744,0.017188106,2.32E-11,25.10650949,28.00875244,0.018630061,0.031158447,10.38097034,25.46187744,0.017607722,0.13146973,4.229600792,0,0,0,1033.7229,2015-02-01 17:00:00
26.83339844,0.017615346,0.000592947,22.93944962,26.28652344,0.01820281,0.04295349,9.437014786,24.16152344,0.017371206,0.12567139,4.810374267,0,0,0,1101.5439,2015-02-01 18:00:00
26.26513062,0.017882211,0.004062653,21.90201871,25.49950562,0.01776777,0.035980225,11.16477927,23.46044312,0.016951425,0.1144104,5.833417248,0,0,0,1137.1754,2015-02-01 19:00:00
26.04036865,0.017935479,0.003162384,21.86214748,24.93880615,0.017386163,0.019172668,12.17056315,23.07943115,0.016752923,0.10812378,6.013916385,0,0,0,1133.2082,2015-02-01 20:00:00
25.8701416,0.018011456,0.001964569,21.63856535,24.5107666,0.01708067,0.006567001,12.45320476,22.8232666,0.016493207,0.09439087,6.249156941,0,0,0,1102.3695,2015-02-01 21:00:00
25.75136719,0.018095177,0.005702972,21.83913041,24.17324219,0.016904991,0.002531052,12.47349497,22.62636719,0.016256493,0.082855225,6.520783581,0,0,0,1072.5808,2015-02-01 22:00:00
25.71669922,0.018232353,0.012939453,21.83853504,23.92763672,0.016782768,0.004793167,12.43519401,22.51357422,0.016096123,0.07449341,6.587058219,0,0,0,1012.596,2015-02-01 23:00:00
25.70070801,0.018346615,0.018684387,21.22802614,23.73195801,0.016706295,0.008647919,12.39227194,22.45070801,0.015989132,0.07495117,6.578815421,0,0,0,958.6209,2015-02-02 00:00:00
25.68990479,0.018422669,0.018112183,20.81284325,23.51021729,0.016660279,0.007762909,11.81946955,22.40084229,0.015912598,0.08206177,6.59968052,0,0,0,928.5338,2015-02-02 01:00:00
25.69042358,0.018391995,0.019012451,21.4350917,23.22167358,0.016705899,0.00459671,11.0096853,22.36229858,0.015874295,0.087524414,6.727811891,0,0,0,901.5402,2015-02-02 02:00:00
25.70449219,0.018292766,0.021980286,22.28194361,23.17324219,0.016766887,0.008426666,11.22205893,22.33730469,0.015881877,0.09411621,6.841784946,0,0,0,887.7822,2015-02-02 03:00:00
25.71102295,0.018231457,0.01914215,22.64028872,23.20321045,0.016781872,0.012203217,11.58307102,22.36727295,0.015942639,0.098602295,6.964739285,0,0,0,881.0019,2015-02-02 04:00:00
25.6949707,0.018216256,0.014083862,22.76640901,23.2418457,0.016797189,0.012580872,11.61186403,22.4215332,0.016003732,0.10379028,7.108935394,0,0,0,885.4197,2015-02-02 05:00:00
25.70403442,0.018231662,0.012760162,22.89387633,23.35247192,0.016858371,0.014350891,11.81893467,22.47747192,0.016042026,0.1111145,7.267973332,0,0,0,902.0863,2015-02-02 06:00:00
26.26845703,0.018392093,0.012371063,25.37011412,24.47158203,0.017285831,0.016563416,13.86936252,22.89345703,0.016202457,0.11657715,7.543375805,0,0,0,1037.157,2015-02-02 07:00:00
27.16939697,0.018194024,0.016868591,29.65603213,26.29439697,0.017820183,0.020492554,16.55279009,23.85689697,0.016378228,0.11175537,7.767045258,0,0,0,1191.9135,2015-02-02 08:00:00
28.09603271,0.018041568,0.013286591,31.39054295,27.78353271,0.017873721,0.023216248,18.91925681,25.00228271,0.016340213,0.10321045,7.87135719,0,0,0,1319.8159,2015-02-02 09:00:00
28.90050659,0.017995756,0.014720917,31.70924902,28.86925659,0.018033903,0.029823303,19.25139429,25.99425659,0.016210478,0.10531616,7.838324238,0,0,0,1383.0651,2015-02-02 10:00:00
29.53603516,0.017919287,0.015457153,31.50677313,29.64541016,0.018094763,0.040985107,19.344515,26.72353516,0.016149268,0.11303711,7.700655768,0,0,0,1415.1816,2015-02-02 11:00:00
29.9795166,0.017713105,0.010578156,31.21886719,30.0420166,0.018003022,0.042388916,19.26692535,27.1513916,0.016233003,0.1156311,7.461689001,0,0,0,1398.8659,2015-02-02 12:00:00
30.22042236,0.017514696,0.005729675,31.02135068,30.15792236,0.01785802,0.03466797,19.02320508,27.25167236,0.01632451,0.11160278,7.372792028,0,0,0,1430.5514,2015-02-02 13:00:00
30.13414917,0.017346958,0.002034187,31.06287522,29.99352417,0.017736057,0.028862,18.50995359,27.02477417,0.01631699,0.109375,7.597329479,0,0,0,1413.9896,2015-02-02 14:00:00
29.68630371,0.01733172,0.000332952,31.20403158,29.56130371,0.017675042,0.023750305,17.78210493,26.53005371,0.01619494,0.09869385,7.897338834,0,0,0,1378.7528,2015-02-02 15:00:00
28.86538086,0.01747666,4.60E-05,30.36211478,28.83413086,0.017667394,0.01700592,16.17123759,25.81850586,0.016141515,0.08392334,7.87237226,0,0,0,1292.2593,2015-02-02 16:00:00
27.70995483,0.017659597,0.001767635,28.42517847,27.56932983,0.01775115,0.016555786,13.13601838,24.78807983,0.01624816,0.08456421,7.273987847,0,0,0,1178.1032,2015-02-02 17:00:00
26.57836304,0.017873012,0.013908386,25.6379604,25.79711304,0.017598353,0.011131287,10.48433234,23.68773804,0.016408168,0.10681152,6.485799331,0,0,0,1188.0149,2015-02-02 18:00:00
26.14678345,0.017910928,0.020965576,25.1859218,25.09990845,0.017430276,0.004426956,10.55103141,23.20928345,0.016468972,0.1078186,6.484761148,0,0,0,1207.7648,2015-02-02 19:00:00
25.96291504,0.017758124,0.018501282,25.34703503,24.68166504,0.017239325,0.002801895,10.79446422,22.97072754,0.016491644,0.09869385,6.54782726,0,0,0,1156.6583,2015-02-02 20:00:00
25.80129395,0.017574856,0.015335083,25.23723576,24.33254395,0.017056057,0.00135994,11.05026315,22.84816895,0.016430447,0.08703613,6.658906047,0,0,0,1114.1973,2015-02-02 21:00:00
25.66970215,0.017460309,0.016242981,26.45164661,24.07595215,0.01693388,0.000603199,11.8994086,22.73220215,0.016338788,0.0776062,6.815883232,0,0,0,1066.7578,2015-02-02 22:00:00
25.5666748,0.017429728,0.018333435,27.77091949,23.9026123,0.016857523,0.002989769,12.84347456,22.5901123,0.016178507,0.078125,7.052085243,0,0,0,1002.3568,2015-02-02 23:00:00
25.50768433,0.01745259,0.021240234,28.49007318,23.76549683,0.016743056,0.008728027,13.56001173,22.44518433,0.015995376,0.08480835,7.394196859,0,0,0,931.5394,2015-02-03 00:00:00
25.44103394,0.017628072,0.024032593,28.39983239,23.60509644,0.016590474,0.008876801,14.22240956,22.28478394,0.015835164,0.08810425,7.670477444,0,0,0,914.6895,2015-02-03 01:00:00
25.43129883,0.017818786,0.027275085,28.25437364,23.49379883,0.016529419,0.006481171,14.4805807,22.15004883,0.015728332,0.08605957,7.862188152,0,0,0,890.8448,2015-02-03 02:00:00
25.47203979,0.01789508,0.026924133,28.24805103,23.42516479,0.016407348,0.011116028,14.5844219,22.02672729,0.015610077,0.09011841,7.860584515,0,0,0,869.0447,2015-02-03 03:00:00
25.4885498,0.017910404,0.024055481,27.3254377,23.3557373,0.016376896,0.006162643,14.36913783,21.8947998,0.015472812,0.095184326,8.000414742,0,0,0,852.4821,2015-02-03 04:00:00
25.46737061,0.017857125,0.017730713,26.22167787,23.34237061,0.01641517,0.008403778,14.01057592,21.81112061,0.015396645,0.09750366,8.16596295,0,0,0,891.2575,2015-02-03 05:00:00
25.44713745,0.017834324,0.007946014,24.54852365,23.38463745,0.016415257,0.01776123,13.85081072,21.78307495,0.015350956,0.10272217,8.235433168,0,0,0,895.6612,2015-02-03 06:00:00
26.0256897,0.017979385,0.005313873,25.55573757,24.4475647,0.0167892,0.01763916,15.63128477,22.1897522,0.015549422,0.10824585,8.264447023,0,0,0,1006.3031,2015-02-03 07:00:00
27.03414307,0.017727705,0.005922318,28.88359964,26.09664307,0.017453047,0.018806458,17.54010106,23.22945557,0.015942426,0.115356445,8.221889824,0,0,0,1183.9851,2015-02-03 08:00:00
27.99147949,0.017575268,0.002486229,30.00588883,27.49147949,0.017735485,0.012451172,19.31359782,24.52272949,0.016179089,0.11755371,8.011466849,0,0,0,1311.9373,2015-02-03 09:00:00
28.86507568,0.017544882,0.003211975,30.08040902,28.58382568,0.017773764,0.006723404,19.43349162,25.83382568,0.01632418,0.10870361,7.548124654,0,0,0,1384.2441,2015-02-03 10:00:00
29.62593994,0.017499143,0.001545429,29.61417765,29.39156494,0.01778906,0.008277893,18.68122742,26.73531494,0.016369993,0.09829712,7.019109294,0,0,0,1401.9173,2015-02-03 11:00:00
30.13573608,0.0173923,0.002383232,28.91144837,29.91698608,0.01777377,0.011432648,17.73598701,27.21386108,0.016415738,0.08465576,6.443743115,0,0,0,1415.6382,2015-02-03 12:00:00
30.37651978,0.017277837,0.000971556,28.28398599,30.14214478,0.01774323,0.01637268,16.88731631,27.29839478,0.016408086,0.077423096,6.105606798,0,0,0,1437.47,2015-02-03 13:00:00
30.24587402,0.01717868,0.001159668,28.07821734,30.08962402,0.017720368,0.02205658,16.11982112,27.07399902,0.016293671,0.08053589,6.054887922,0,0,0,1430.0527,2015-02-03 14:00:00
29.75869141,0.017087191,0.000622511,28.22404795,29.72744141,0.017644137,0.020744324,15.26889727,26.58681641,0.016156405,0.083496094,6.132511282,0,0,0,1383.4537,2015-02-03 15:00:00
28.83098755,0.017056752,0.005277634,28.4135031,29.03411255,0.017659474,0.01738739,13.75963438,25.86223755,0.016103078,0.076812744,6.183460956,0,0,0,1325.206,2015-02-03 16:00:00
27.58376465,0.017064454,0.014862061,27.57516141,27.70876465,0.0178808,0.019012451,10.78538688,24.75563965,0.016217591,0.09573364,5.871318209,0,0,0,1166.9817,2015-02-03 17:00:00
26.40828857,0.017186578,0.013988495,24.8190327,25.72078857,0.0176596,0.025817871,8.264676955,23.48641357,0.01629394,0.11279297,5.60990816,0,0,0,1163.0865,2015-02-03 18:00:00
25.88686523,0.017117966,0.010757446,22.97165439,24.80874023,0.017423142,0.021026611,8.237458979,22.85561523,0.016225327,0.11740112,6.00022287,0,0,0,1197.1559,2015-02-03 19:00:00
25.61733398,0.016812848,0.014537811,22.25655198,24.21889648,0.017194318,0.018203735,8.392656959,22.57045898,0.016233014,0.11099243,6.041365018,0,0,0,1155.743,2015-02-03 20:00:00
25.34798584,0.016736602,0.010547638,20.58945463,23.73079834,0.016980743,0.023231506,8.374995413,22.43392334,0.016179657,0.10308838,6.035837207,0,0,0,1116.5382,2015-02-03 21:00:00
25.12993774,0.016843444,0.008846283,19.99690714,23.34868774,0.016828185,0.01991272,8.719513339,22.29400024,0.016072875,0.095062256,6.100353234,0,0,0,1086.2051,2015-02-03 22:00:00
24.96688232,0.01688923,0.00869751,20.05328525,22.99813232,0.016690865,0.018226624,9.090072159,22.13875732,0.015935555,0.09729004,6.180009532,0,0,0,1030.0292,2015-02-03 23:00:00
24.89916382,0.016858714,0.011878967,20.37505575,22.68041382,0.01653065,0.016052246,9.519345265,21.95385132,0.01576771,0.09893799,6.345988702,0,0,0,979.6728,2015-02-04 00:00:00
24.86324463,0.016942648,0.015155792,20.15655441,22.42574463,0.016385702,0.015403748,10.0782165,21.76168213,0.015573172,0.10028076,6.593827422,0,0,0,940.4568,2015-02-04 01:00:00
24.86556396,0.017057115,0.018218994,20.10857967,22.24837646,0.016225511,0.012042999,10.66105905,21.56868896,0.015363389,0.10076904,6.843872027,0,0,0,908.5931,2015-02-04 02:00:00
24.90090332,0.017171584,0.018592834,20.34752638,22.05715332,0.016034804,0.007059097,11.02963234,21.40090332,0.015165053,0.10223389,7.152504286,0,0,0,886.4675,2015-02-04 03:00:00
24.92299805,0.017308928,0.017074585,19.85254356,21.87612305,0.015844084,0.002937317,10.99682161,21.28237305,0.015016295,0.09692383,7.4478024,0,0,0,876.4283,2015-02-04 04:00:00
24.92580566,0.017430961,0.01493454,19.13079926,21.73049316,0.015699089,0.001933098,10.72297496,21.16018066,0.014875115,0.089263916,7.667183594,0,0,0,892.4143,2015-02-04 05:00:00
24.96193848,0.017514825,0.011806488,18.5438325,21.70412598,0.015653253,0.004297257,10.50648399,21.06350098,0.014772058,0.088897705,7.782494047,0,0,0,907.9188,2015-02-04 06:00:00
25.74367676,0.017644504,0.004844666,21.0835276,23.06398926,0.01604996,0.009700775,13.13055205,21.40773926,0.014859776,0.08248901,8.000819875,0,0,0,1010.5448,2015-02-04 07:00:00
26.80953369,0.017537711,0.00843811,24.14870094,25.12203369,0.016713737,0.012645721,15.41401315,22.41890869,0.014966606,0.0843811,8.324337454,0,0,0,1164.6559,2015-02-04 08:00:00
27.82406006,0.017453894,0.013923645,25.09453125,26.91781006,0.016965613,0.016082764,17.95643318,23.79281006,0.014955266,0.07662964,8.442280262,0,0,0,1293.9383,2015-02-04 09:00:00
28.68065796,0.017400831,0.023902893,26.14883211,28.16503296,0.017057508,0.019432068,18.56247869,24.99315796,0.01496324,0.07244873,8.320027573,0,0,0,1366.6676,2015-02-04 10:00:00
29.29552612,0.017286764,0.030136108,27.07235057,29.06115112,0.017195212,0.024406433,18.74555184,25.81115112,0.015017019,0.082733154,8.070241815,0,0,0,1390.9173,2015-02-04 11:00:00
29.63857422,0.017202938,0.033676147,27.7745162,29.62294922,0.017325008,0.028686523,18.54256009,26.32607422,0.01516589,0.095062256,7.728270585,0,0,0,1383.5812,2015-02-04 12:00:00
29.74434814,0.017157197,0.02596283,28.70079081,29.85372314,0.01736319,0.02999878,18.15338033,26.58809814,0.015307069,0.097961426,7.424889304,0,0,0,1407.7425,2015-02-04 13:00:00
29.55211792,0.017134307,0.015838623,29.85741807,29.75524292,0.01735556,0.029647827,17.73160736,26.53649292,0.015444396,0.102630615,7.307452998,0,0,0,1408.6819,2015-02-04 14:00:00
29.04903564,0.017035102,0.005861282,30.91019871,29.33028564,0.017271614,0.02684784,17.27702248,26.17403564,0.015528297,0.1053772,7.253048781,0,0,0,1362.4042,2015-02-04 15:00:00
28.23427734,0.016935943,0.006753922,30.79072606,28.53115234,0.017248748,0.030784607,15.81481545,25.46865234,0.015612242,0.105041504,7.082962109,0,0,0,1286.8121,2015-02-04 16:00:00
27.19002686,0.01697418,0.00765419,29.14787705,27.15877686,0.017279355,0.046554565,13.02864348,24.34627686,0.015814511,0.11846924,6.551922995,0,0,0,1179.9351,2015-02-04 17:00:00
26.20931396,0.017241376,0.012123108,25.85595799,25.39681396,0.017020123,0.05480957,10.60102777,23.12337646,0.015944378,0.13171387,5.900866076,0,0,0,1182.7732,2015-02-04 18:00:00
25.86205444,0.017371407,0.0233078,23.61003607,24.62767944,0.016783943,0.05154419,10.12355062,22.53392944,0.015959969,0.13183594,5.703713693,0,0,0,1206.2524,2015-02-04 19:00:00
25.7348877,0.017280355,0.029045105,22.6122923,24.0708252,0.016624227,0.04408264,9.376376852,22.2427002,0.016013876,0.1329956,5.461273932,0,0,0,1143.2591,2015-02-04 20:00:00
25.60790405,0.017219942,0.027015686,21.65592811,23.50634155,0.016525667,0.037353516,8.27195746,22.09227905,0.016014498,0.13354492,5.355641323,0,0,0,1138.631,2015-02-04 21:00:00
25.46785889,0.017243452,0.022712708,20.94058179,23.13192139,0.016427107,0.038116455,8.178365424,21.95223389,0.015954085,0.13604736,5.364483478,0,0,0,1095.4537,2015-02-04 22:00:00
25.2986084,0.017404111,0.020309448,19.59933033,22.8923584,0.016381772,0.041778564,8.565605137,21.8376709,0.01590112,0.13232422,5.502421481,0,0,0,1044.1697,2015-02-04 23:00:00
25.1585022,0.017534073,0.020561218,19.10039418,22.7053772,0.016374405,0.03756714,9.207167495,21.7210022,0.015832718,0.12994385,5.747168439,0,0,0,985.8912,2015-02-05 00:00:00
25.05080566,0.017603036,0.021621704,19.64667076,22.54299316,0.016367074,0.032714844,9.836932663,21.59768066,0.015749093,0.12762451,6.068856503,0,0,0,962.4068,2015-02-05 01:00:00
24.949823,0.017626144,0.03037262,20.34497017,22.449823,0.016336776,0.033081055,10.17902852,21.543573,0.015680648,0.11911011,6.524439058,0,0,0,928.1036,2015-02-05 02:00:00
24.82982788,0.017725559,0.035980225,20.43201766,22.40014038,0.016306492,0.034820557,10.44747456,21.48607788,0.015600773,0.1184082,6.944665596,0,0,0,917.9997,2015-02-05 03:00:00
24.77825317,0.017733486,0.04032898,21.20864995,22.36419067,0.016245754,0.0435791,10.73932752,21.37981567,0.015463742,0.12164307,7.283553312,0,0,0,910.9537,2015-02-05 04:00:00
24.77056274,0.017671969,0.03161621,21.66956875,22.31743774,0.016184237,0.04737854,10.88943492,21.29400024,0.015341189,0.120788574,7.52385887,0,0,0,928.724,2015-02-05 05:00:00
24.81609497,0.017580254,0.020881653,22.16842848,22.34734497,0.016161187,0.043655396,11.2041452,21.30046997,0.015279992,0.11740112,7.650251631,0,0,0,931.4314,2015-02-05 06:00:00
25.58526001,0.017474439,0.015411377,26.07372756,23.38994751,0.01657417,0.055023193,13.61101994,21.70244751,0.015410689,0.1194458,7.890928584,0,0,0,1033.7357,2015-02-05 07:00:00
26.6149231,0.017108373,0.024963379,31.43018928,25.1774231,0.017199926,0.058135986,15.66463087,22.6149231,0.015666418,0.11984253,8.121557921,0,0,0,1186.5044,2015-02-05 08:00:00
27.57180176,0.016818518,0.026473999,33.52150041,26.88430176,0.017131323,0.062561035,18.89311594,23.77492676,0.01565122,0.120147705,8.295407171,0,0,0,1275.112,2015-02-05 09:00:00
28.39937744,0.016772827,0.025772095,33.81695312,27.99312744,0.017016968,0.058288574,19.90303089,24.95406494,0.015441497,0.11993408,8.344765659,0,0,0,1348.951,2015-02-05 10:00:00
29.00472412,0.016818667,0.031982422,33.33870283,28.78597412,0.017047549,0.055099487,19.89994307,25.74691162,0.015300416,0.117004395,8.341782145,0,0,0,1365.6284,2015-02-05 11:00:00
29.3286377,0.016870817,0.048721313,32.32258054,29.2973877,0.017053923,0.044006348,19.66726157,26.1802002,0.015203794,0.10760498,8.473454157,0,0,0,1343.4717,2015-02-05 12:00:00
29.37270508,0.016870128,0.06506348,31.36593261,29.52895508,0.01696168,0.04664612,19.49540767,26.27895508,0.015164959,0.09588623,8.644667028,0,0,0,1371.5959,2015-02-05 13:00:00
29.20403442,0.01681631,0.056747437,31.20091657,29.40715942,0.016869716,0.046218872,19.2566555,26.06340942,0.015130214,0.09567261,8.786115561,0,0,0,1383.9909,2015-02-05 14:00:00
28.82879028,0.016716715,0.03614807,31.80915275,28.98504028,0.016800638,0.034713745,18.73823046,25.57879028,0.015091654,0.09701538,8.874577846,0,0,0,1333.5524,2015-02-05 15:00:00
28.12017212,0.016594322,0.02293396,31.9920546,28.16704712,0.016777428,0.030891418,17.55683625,24.80767212,0.015171441,0.08929443,8.825435829,0,0,0,1255.568,2015-02-05 16:00:00
27.12410889,0.016540617,0.020240784,30.94071823,26.78035889,0.016716093,0.041534424,15.44123894,23.71785889,0.015441984,0.10494995,8.241380885,0,0,0,1142.0101,2015-02-05 17:00:00
26.22338257,0.016670253,0.026313782,28.8268885,25.14525757,0.016494777,0.04660034,13.84910224,22.66869507,0.015544917,0.12878418,7.680585865,0,0,0,1188.5847,2015-02-05 18:00:00
25.8477417,0.016761662,0.027168274,27.80035414,24.4805542,0.016342046,0.033843994,14.2506782,22.3243042,0.015529515,0.12701416,7.459039516,0,0,0,1172.1282,2015-02-05 19:00:00
25.66439209,0.01673111,0.025466919,27.38038899,24.14876709,0.01622757,0.024803162,14.40517723,22.39876709,0.015476074,0.11166382,7.448284884,0,0,0,1136.7167,2015-02-05 20:00:00
25.5367981,0.016700616,0.024864197,27.03003822,23.8961731,0.016044488,0.020004272,14.30074709,22.4664856,0.015453211,0.09500122,7.441348302,0,0,0,1111.7702,2015-02-05 21:00:00
25.41469727,0.016616663,0.027259827,27.55759383,23.63344727,0.015846094,0.01941681,13.96299812,22.43813477,0.015434107,0.087371826,7.323051094,0,0,0,1069.2922,2015-02-05 22:00:00
